#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B2EC34
#Date Time: 2026-03-31 19:17:03.346
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 1 V
#Symmetry: 50 %
#Phase: 0 °
#Wavegen Channel 2: Running
#Mode: Simple
#Type: DC
#Offset: 800 mV
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Time (s),Channel 1 (V)
8.875e-05,0.3406654089271581
9.000000000000001e-05,0.3297390765124203
9.125e-05,0.3224548549025952
9.25e-05,0.3224548549025952
9.375e-05,0.31517063329277
9.500000000000001e-05,0.3078864116829448
9.624999999999999e-05,0.2969600792682071
9.75e-05,0.2933179684632945
9.875e-05,0.3006021900731197
0.0001,0.2860337468534693
0.00010125,0.2787495252436441
0.0001025,0.2751074144387315
0.00010375,0.2714653036338189
0.000105,0.2605389712190812
0.00010625,0.2568968604141686
0.0001075,0.253254749609256
0.00010875,0.2496126388043434
0.00011,0.2386863063896056
0.00011125,0.2423284171945182
0.0001125,0.235044195584693
0.00011375,0.2241178631699552
0.000115,0.2131915307552175
0.00011625,0.2131915307552175
0.0001175,0.2095494199503049
0.00011875,0.2131915307552175
0.00012,0.1986230875355671
0.00012125,0.2022651983404797
0.0001225,0.1949809767306545
0.00012375,0.1804125335110042
0.000125,0.1804125335110042
0.00012625,0.1694862010962664
0.0001275,0.173128311901179
0.00012875,0.1767704227060916
0.00013,0.1622019794864412
0.00013125,0.1694862010962664
0.0001325,0.154917757876616
0.00013375,0.1585598686815286
0.000135,0.154917757876616
0.00013625,0.1439914254618783
0.0001375,0.1367072038520531
0.00013875,0.1330650930471405
0.00014,0.1294229822422279
0.00014125,0.1294229822422279
0.0001425,0.1257808714373153
0.00014375,0.1221387606324027
0.000145,0.1257808714373153
0.00014625,0.1184966498274901
0.0001475,0.111212428217665
0.00014875,0.1075703174127524
0.00015,0.1002860958029272
0.00015125,0.1002860958029272
0.0001525,0.1075703174127524
0.00015375,0.093001874193102
0.000155,0.093001874193102
0.00015625,0.08571765258327683
0.0001575,0.08207554177836424
0.00015875,0.08571765258327683
0.00016,0.08207554177836424
0.00016125,0.07479132016853907
0.0001625,0.06386498775380128
0.00016375,0.07843343097345165
0.000165,0.06750709855871388
0.00016625,0.06750709855871388
0.0001675,0.06750709855871388
0.00016875,0.06386498775380128
0.00017,0.0602228769488887
0.00017125,0.06386498775380128
0.0001725,0.05293865533906351
0.00017375,0.04929654453415093
0.000175,0.04201232292432575
0.00017625,0.04565443372923834
0.0001775,0.03472810131450057
0.00017875,0.05658076614397611
0.00018,0.03837021211941316
0.00018125,0.03472810131450057
0.0001825,0.03472810131450057
0.00018375,0.03837021211941316
0.000185,0.02744387970467538
0.00018625,0.02744387970467538
0.0001875,0.0238017688997628
0.00018875,0.0238017688997628
0.00019,0.02744387970467538
0.00019125,0.02015965809485021
0.0001925,0.01287543648502503
0.00019375,0.01651754728993762
0.000195,0.01287543648502503
0.00019625,0.0238017688997628
0.0001975,0.01651754728993762
0.00019875,0.01651754728993762
0.0002,0.02015965809485021
0.00020125,0.01651754728993762
0.0002025,0.005591214875199845
0.00020375,0.005591214875199845
0.000205,0.001949104070287255
0.00020625,0.01651754728993762
0.0002075,0.01287543648502503
0.00020875,0.009233325680112436
0.00021,0.001949104070287255
0.00021125,0.01651754728993762
0.0002125,0.005591214875199845
0.00021375,-0.001693006734625335
0.000215,-0.001693006734625335
0.00021625,0.005591214875199845
0.0002175,0.005591214875199845
0.00021875,0.001949104070287255
0.00022,-0.005335117539537925
0.00022125,0.01287543648502503
0.0002225,0.01287543648502503
0.00022375,-0.001693006734625335
0.000225,0.001949104070287255
0.00022625,-0.001693006734625335
0.0002275,0.005591214875199845
0.00022875,0.001949104070287255
0.00023,0.009233325680112436
0.00023125,0.009233325680112436
0.0002325,0.005591214875199845
0.00023375,0.005591214875199845
0.000235,0.009233325680112436
0.00023625,0.01287543648502503
0.0002375,0.005591214875199845
0.00023875,0.009233325680112436
0.00024,0.009233325680112436
0.00024125,0.01287543648502503
0.0002425,0.009233325680112436
0.00024375,0.009233325680112436
0.000245,0.01651754728993762
0.00024625,0.01287543648502503
0.0002475,0.01287543648502503
0.00024875,0.02015965809485021
0.00025,0.01651754728993762
0.00025125,0.02015965809485021
0.0002525,0.02744387970467538
0.00025375,0.02015965809485021
0.000255,0.01651754728993762
0.00025625,0.02015965809485021
0.0002575,0.03837021211941316
0.00025875,0.0238017688997628
0.00026,0.02744387970467538
0.00026125,0.03472810131450057
0.0002625,0.03108599050958798
0.00026375,0.03837021211941316
0.000265,0.04201232292432575
0.00026625,0.03837021211941316
0.0002675,0.04201232292432575
0.00026875,0.04565443372923834
0.00027,0.05658076614397611
0.00027125,0.04929654453415093
0.0002725,0.0602228769488887
0.00027375,0.05293865533906351
0.000275,0.0602228769488887
0.00027625,0.05658076614397611
0.0002775,0.06386498775380128
0.00027875,0.06386498775380128
0.00028,0.06750709855871388
0.00028125,0.07843343097345165
0.0002825,0.07843343097345165
0.00028375,0.07843343097345165
0.000285,0.07843343097345165
0.00028625,0.08207554177836424
0.0002875,0.093001874193102
0.00028875,0.08935976338818942
0.00029,0.08571765258327683
0.00029125,0.08935976338818942
0.0002925,0.0966439849980146
0.00029375,0.1075703174127524
0.000295,0.1184966498274901
0.00029625,0.1075703174127524
0.0002975,0.1184966498274901
0.00029875,0.1148545390225776
0.0003,0.1184966498274901
0.00030125,0.1221387606324027
0.0003025,0.1257808714373153
0.00030375,0.1330650930471405
0.000305,0.1403493146569657
0.00030625,0.1439914254618783
0.0003075,0.1403493146569657
0.00030875,0.1403493146569657
0.00031,0.154917757876616
0.00031125,0.1476335362667909
